Pclass,Sex,PassengerId,Survived,Name,Age,Fare
3,male,404,0,"Hakkarainen, Mr. Pekka Pietari",28.0,15.85
3,female,405,0,"Oreskovic, Miss. Marija",20.0,8.6625
2,male,406,0,"Gale, Mr. Shadrach",34.0,21.0
3,male,407,0,"Widegren, Mr. Carl/Charles Peter",51.0,7.75
2,male,408,1,"Richards, Master. William Rowe",3.0,18.75
3,male,409,0,"Birkeland, Mr. Hans Martin Monsen",21.0,7.775
3,female,410,0,"Lefebre, Miss. Ida",,25.4667
3,male,411,0,"Sdycoff, Mr. Todor",,7.8958
3,male,412,0,"Hart, Mr. Henry",,6.8583
1,female,413,1,"Minahan, Miss. Daisy E",33.0,90.0
2,male,414,0,"Cunningham, Mr. Alfred Fleming",,0.0
3,male,415,1,"Sundman, Mr. Johan Julian",44.0,7.925
3,female,416,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",,8.05
2,female,417,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,32.5
2,female,418,1,"Silven, Miss. Lyyli Karoliina",18.0,13.0
2,male,419,0,"Matthews, Mr. William John",30.0,13.0
3,female,420,0,"Van Impe, Miss. Catharina",10.0,24.15
3,male,421,0,"Gheorgheff, Mr. Stanio",,7.8958
3,male,422,0,"Charters, Mr. David",21.0,7.7333
3,male,423,0,"Zimmerman, Mr. Leo",29.0,7.875
3,female,424,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,14.4
3,male,425,0,"Rosblom, Mr. Viktor Richard",18.0,20.2125
3,male,426,0,"Wiseman, Mr. Phillippe",,7.25
2,female,427,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,26.0
2,female,428,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,26.0
3,male,429,0,"Flynn, Mr. James",,7.75
3,male,430,1,"Pickard, Mr. Berk (Berk Trembisky)",32.0,8.05
1,male,431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,26.55
3,female,432,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",,16.1
2,female,433,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,26.0
3,male,434,0,"Kallio, Mr. Nikolai Erland",17.0,7.125
1,male,435,0,"Silvey, Mr. William Baird",50.0,55.9
1,female,436,1,"Carter, Miss. Lucile Polk",14.0,120.0
3,female,437,0,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,34.375
2,female,438,1,"Richards, Mrs. Sidney (Emily Hocking)",24.0,18.75
1,male,439,0,"Fortune, Mr. Mark",64.0,263.0
2,male,440,0,"Kvillner, Mr. Johan Henrik Johannesson",31.0,10.5
2,female,441,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,26.25
3,male,442,0,"Hampe, Mr. Leon",20.0,9.5
3,male,443,0,"Petterson, Mr. Johan Emil",25.0,7.775
2,female,444,1,"Reynaldo, Ms. Encarnacion",28.0,13.0
3,male,445,1,"Johannesen-Bratthammer, Mr. Bernt",,8.1125
1,male,446,1,"Dodge, Master. Washington",4.0,81.8583
2,female,447,1,"Mellinger, Miss. Madeleine Violet",13.0,19.5
1,male,448,1,"Seward, Mr. Frederic Kimber",34.0,26.55
3,female,449,1,"Baclini, Miss. Marie Catherine",5.0,19.2583
1,male,450,1,"Peuchen, Major. Arthur Godfrey",52.0,30.5
2,male,451,0,"West, Mr. Edwy Arthur",36.0,27.75
3,male,452,0,"Hagland, Mr. Ingvald Olai Olsen",,19.9667
1,male,453,0,"Foreman, Mr. Benjamin Laventall",30.0,27.75
1,male,454,1,"Goldenberg, Mr. Samuel L",49.0,89.1042
3,male,455,0,"Peduzzi, Mr. Joseph",,8.05
3,male,456,1,"Jalsevac, Mr. Ivan",29.0,7.8958
1,male,457,0,"Millet, Mr. Francis Davis",65.0,26.55
1,female,458,1,"Kenyon, Mrs. Frederick R (Marion)",,51.8625
2,female,459,1,"Toomey, Miss. Ellen",50.0,10.5
3,male,460,0,"O'Connor, Mr. Maurice",,7.75
1,male,461,1,"Anderson, Mr. Harry",48.0,26.55
3,male,462,0,"Morley, Mr. William",34.0,8.05
1,male,463,0,"Gee, Mr. Arthur H",47.0,38.5
2,male,464,0,"Milling, Mr. Jacob Christian",48.0,13.0
3,male,465,0,"Maisner, Mr. Simon",,8.05
3,male,466,0,"Goncalves, Mr. Manuel Estanslas",38.0,7.05
2,male,467,0,"Campbell, Mr. William",,0.0
1,male,468,0,"Smart, Mr. John Montgomery",56.0,26.55
3,male,469,0,"Scanlan, Mr. James",,7.725
3,female,470,1,"Baclini, Miss. Helene Barbara",0.75,19.2583
3,male,471,0,"Keefe, Mr. Arthur",,7.25
3,male,472,0,"Cacic, Mr. Luka",38.0,8.6625
2,female,473,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,27.75
2,female,474,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,13.7917
3,female,475,0,"Strandberg, Miss. Ida Sofia",22.0,9.8375
1,male,476,0,"Clifford, Mr. George Quincy",,52.0
2,male,477,0,"Renouf, Mr. Peter Henry",34.0,21.0
3,male,478,0,"Braund, Mr. Lewis Richard",29.0,7.0458
3,male,479,0,"Karlsson, Mr. Nils August",22.0,7.5208
3,female,480,1,"Hirvonen, Miss. Hildur E",2.0,12.2875
3,male,481,0,"Goodwin, Master. Harold Victor",9.0,46.9
2,male,482,0,"Frost, Mr. Anthony Wood ""Archie""",,0.0
3,male,483,0,"Rouse, Mr. Richard Henry",50.0,8.05
3,female,484,1,"Turkula, Mrs. (Hedwig)",63.0,9.5875
1,male,485,1,"Bishop, Mr. Dickinson H",25.0,91.0792
3,female,486,0,"Lefebre, Miss. Jeannie",,25.4667
1,female,487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,90.0
1,male,488,0,"Kent, Mr. Edward Austin",58.0,29.7
3,male,489,0,"Somerton, Mr. Francis William",30.0,8.05
3,male,490,1,"Coutts, Master. Eden Leslie ""Neville""",9.0,15.9
3,male,491,0,"Hagland, Mr. Konrad Mathias Reiersen",,19.9667
3,male,492,0,"Windelov, Mr. Einar",21.0,7.25
1,male,493,0,"Molson, Mr. Harry Markland",55.0,30.5
1,male,494,0,"Artagaveytia, Mr. Ramon",71.0,49.5042
3,male,495,0,"Stanley, Mr. Edward Roland",21.0,8.05
3,male,496,0,"Yousseff, Mr. Gerious",,14.4583
1,female,497,1,"Eustis, Miss. Elizabeth Mussey",54.0,78.2667
3,male,498,0,"Shellard, Mr. Frederick William",,15.1
1,female,499,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0,151.55
3,male,500,0,"Svensson, Mr. Olof",24.0,7.7958
3,male,501,0,"Calic, Mr. Petar",17.0,8.6625
3,female,502,0,"Canavan, Miss. Mary",21.0,7.75
3,female,503,0,"O'Sullivan, Miss. Bridget Mary",,7.6292
3,female,504,0,"Laitinen, Miss. Kristina Sofia",37.0,9.5875
1,female,505,1,"Maioni, Miss. Roberta",16.0,86.5
1,male,506,0,"Penasco y Castellana, Mr. Victor de Satode",18.0,108.9
2,female,507,1,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,26.0
1,male,508,1,"Bradley, Mr. George (""George Arthur Brayton"")",,26.55
3,male,509,0,"Olsen, Mr. Henry Margido",28.0,22.525
3,male,510,1,"Lang, Mr. Fang",26.0,56.4958
3,male,511,1,"Daly, Mr. Eugene Patrick",29.0,7.75
3,male,512,0,"Webber, Mr. James",,8.05
1,male,513,1,"McGough, Mr. James Robert",36.0,26.2875
1,female,514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,59.4
3,male,515,0,"Coleff, Mr. Satio",24.0,7.4958
1,male,516,0,"Walker, Mr. William Anderson",47.0,34.0208
2,female,517,1,"Lemore, Mrs. (Amelia Milley)",34.0,10.5
3,male,518,0,"Ryan, Mr. Patrick",,24.15
2,female,519,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,26.0
3,male,520,0,"Pavlovic, Mr. Stefo",32.0,7.8958
1,female,521,1,"Perreault, Miss. Anne",30.0,93.5
3,male,522,0,"Vovk, Mr. Janko",22.0,7.8958
3,male,523,0,"Lahoud, Mr. Sarkis",,7.225
1,female,524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,57.9792
3,male,525,0,"Kassem, Mr. Fared",,7.2292
3,male,526,0,"Farrell, Mr. James",40.5,7.75
2,female,527,1,"Ridsdale, Miss. Lucy",50.0,10.5
1,male,528,0,"Farthing, Mr. John",,221.7792
3,male,529,0,"Salonen, Mr. Johan Werner",39.0,7.925
2,male,530,0,"Hocking, Mr. Richard George",23.0,11.5
2,female,531,1,"Quick, Miss. Phyllis May",2.0,26.0
3,male,532,0,"Toufik, Mr. Nakli",,7.2292
3,male,533,0,"Elias, Mr. Joseph Jr",17.0,7.2292
3,female,534,1,"Peter, Mrs. Catherine (Catherine Rizk)",,22.3583
3,female,535,0,"Cacic, Miss. Marija",30.0,8.6625
2,female,536,1,"Hart, Miss. Eva Miriam",7.0,26.25
1,male,537,0,"Butt, Major. Archibald Willingham",45.0,26.55
1,female,538,1,"LeRoy, Miss. Bertha",30.0,106.425
3,male,539,0,"Risien, Mr. Samuel Beard",,14.5
1,female,540,1,"Frolicher, Miss. Hedwig Margaritha",22.0,49.5
1,female,541,1,"Crosby, Miss. Harriet R",36.0,71.0
3,female,542,0,"Andersson, Miss. Ingeborg Constanzia",9.0,31.275
3,female,543,0,"Andersson, Miss. Sigrid Elisabeth",11.0,31.275
2,male,544,1,"Beane, Mr. Edward",32.0,26.0
1,male,545,0,"Douglas, Mr. Walter Donald",50.0,106.425
1,male,546,0,"Nicholson, Mr. Arthur Ernest",64.0,26.0
2,female,547,1,"Beane, Mrs. Edward (Ethel Clarke)",19.0,26.0
2,male,548,1,"Padro y Manent, Mr. Julian",,13.8625
3,male,549,0,"Goldsmith, Mr. Frank John",33.0,20.525
2,male,550,1,"Davies, Master. John Morgan Jr",8.0,36.75
1,male,551,1,"Thayer, Mr. John Borland Jr",17.0,110.8833
2,male,552,0,"Sharp, Mr. Percival James R",27.0,26.0
3,male,553,0,"O'Brien, Mr. Timothy",,7.8292
3,male,554,1,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,7.225
3,female,555,1,"Ohman, Miss. Velin",22.0,7.775
1,male,556,0,"Wright, Mr. George",62.0,26.55
1,female,557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0,39.6
1,male,558,0,"Robbins, Mr. Victor",,227.525
1,female,559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,79.65
3,female,560,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,17.4
3,male,561,0,"Morrow, Mr. Thomas Rowan",,7.75
3,male,562,0,"Sivic, Mr. Husein",40.0,7.8958
2,male,563,0,"Norman, Mr. Robert Douglas",28.0,13.5
3,male,564,0,"Simmons, Mr. John",,8.05
3,female,565,0,"Meanwell, Miss. (Marion Ogden)",,8.05
3,male,566,0,"Davies, Mr. Alfred J",24.0,24.15
3,male,567,0,"Stoytcheff, Mr. Ilia",19.0,7.8958
3,female,568,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,21.075
3,male,569,0,"Doharr, Mr. Tannous",,7.2292
3,male,570,1,"Jonsson, Mr. Carl",32.0,7.8542
2,male,571,1,"Harris, Mr. George",62.0,10.5
1,female,572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,51.4792
1,male,573,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,26.3875
3,female,574,1,"Kelly, Miss. Mary",,7.75
3,male,575,0,"Rush, Mr. Alfred George John",16.0,8.05
3,male,576,0,"Patchett, Mr. George",19.0,14.5
2,female,577,1,"Garside, Miss. Ethel",34.0,13.0
1,female,578,1,"Silvey, Mrs. William Baird (Alice Munger)",39.0,55.9
3,female,579,0,"Caram, Mrs. Joseph (Maria Elias)",,14.4583
3,male,580,1,"Jussila, Mr. Eiriik",32.0,7.925
2,female,581,1,"Christy, Miss. Julie Rachel",25.0,30.0
1,female,582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,110.8833
2,male,583,0,"Downton, Mr. William James",54.0,26.0
1,male,584,0,"Ross, Mr. John Hugo",36.0,40.125
3,male,585,0,"Paulner, Mr. Uscher",,8.7125
1,female,586,1,"Taussig, Miss. Ruth",18.0,79.65
2,male,587,0,"Jarvis, Mr. John Denzil",47.0,15.0
1,male,588,1,"Frolicher-Stehli, Mr. Maxmillian",60.0,79.2
3,male,589,0,"Gilinski, Mr. Eliezer",22.0,8.05
3,male,590,0,"Murdlin, Mr. Joseph",,8.05
3,male,591,0,"Rintamaki, Mr. Matti",35.0,7.125
1,female,592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,78.2667
3,male,593,0,"Elsbury, Mr. William James",47.0,7.25
3,female,594,0,"Bourke, Miss. Mary",,7.75
2,male,595,0,"Chapman, Mr. John Henry",37.0,26.0
3,male,596,0,"Van Impe, Mr. Jean Baptiste",36.0,24.15
2,female,597,1,"Leitch, Miss. Jessie Wills",,33.0
3,male,598,0,"Johnson, Mr. Alfred",49.0,0.0
3,male,599,0,"Boulos, Mr. Hanna",,7.225
1,male,600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,56.9292
2,female,601,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,27.0
3,male,602,0,"Slabenoff, Mr. Petco",,7.8958
1,male,603,0,"Harrington, Mr. Charles H",,42.4
3,male,604,0,"Torber, Mr. Ernst William",44.0,8.05
1,male,605,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,26.55
3,male,606,0,"Lindell, Mr. Edvard Bengtsson",36.0,15.55
3,male,607,0,"Karaic, Mr. Milan",30.0,7.8958
1,male,608,1,"Daniel, Mr. Robert Williams",27.0,30.5
2,female,609,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,41.5792
1,female,610,1,"Shutes, Miss. Elizabeth W",40.0,153.4625
3,female,611,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,31.275
3,male,612,0,"Jardin, Mr. Jose Neto",,7.05
3,female,613,1,"Murphy, Miss. Margaret Jane",,15.5
3,male,614,0,"Horgan, Mr. John",,7.75
3,male,615,0,"Brocklebank, Mr. William Alfred",35.0,8.05
2,female,616,1,"Herman, Miss. Alice",24.0,65.0
3,male,617,0,"Danbom, Mr. Ernst Gilbert",34.0,14.4
3,female,618,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,16.1
2,female,619,1,"Becker, Miss. Marion Louise",4.0,39.0
2,male,620,0,"Gavey, Mr. Lawrence",26.0,10.5
3,male,621,0,"Yasbeck, Mr. Antoni",27.0,14.4542
1,male,622,1,"Kimball, Mr. Edwin Nelson Jr",42.0,52.5542
3,male,623,1,"Nakid, Mr. Sahid",20.0,15.7417
3,male,624,0,"Hansen, Mr. Henry Damsgaard",21.0,7.8542
3,male,625,0,"Bowen, Mr. David John ""Dai""",21.0,16.1
1,male,626,0,"Sutton, Mr. Frederick",61.0,32.3208
2,male,627,0,"Kirkland, Rev. Charles Leonard",57.0,12.35
1,female,628,1,"Longley, Miss. Gretchen Fiske",21.0,77.9583
3,male,629,0,"Bostandyeff, Mr. Guentcho",26.0,7.8958
3,male,630,0,"O'Connell, Mr. Patrick D",,7.7333
1,male,631,1,"Barkworth, Mr. Algernon Henry Wilson",80.0,30.0
3,male,632,0,"Lundahl, Mr. Johan Svensson",51.0,7.0542
1,male,633,1,"Stahelin-Maeglin, Dr. Max",32.0,30.5
1,male,634,0,"Parr, Mr. William Henry Marsh",,0.0
3,female,635,0,"Skoog, Miss. Mabel",9.0,27.9
2,female,636,1,"Davis, Miss. Mary",28.0,13.0
3,male,637,0,"Leinonen, Mr. Antti Gustaf",32.0,7.925
2,male,638,0,"Collyer, Mr. Harvey",31.0,26.25
3,female,639,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,39.6875
3,male,640,0,"Thorneycroft, Mr. Percival",,16.1
3,male,641,0,"Jensen, Mr. Hans Peder",20.0,7.8542
1,female,642,1,"Sagesser, Mlle. Emma",24.0,69.3
3,female,643,0,"Skoog, Miss. Margit Elizabeth",2.0,27.9
3,male,644,1,"Foo, Mr. Choong",,56.4958
3,female,645,1,"Baclini, Miss. Eugenie",0.75,19.2583
1,male,646,1,"Harper, Mr. Henry Sleeper",48.0,76.7292
3,male,647,0,"Cor, Mr. Liudevit",19.0,7.8958
1,male,648,1,"Simonius-Blumer, Col. Oberst Alfons",56.0,35.5
3,male,649,0,"Willey, Mr. Edward",,7.55
3,female,650,1,"Stanley, Miss. Amy Zillah Elsie",23.0,7.55
3,male,651,0,"Mitkoff, Mr. Mito",,7.8958
2,female,652,1,"Doling, Miss. Elsie",18.0,23.0
3,male,653,0,"Kalvik, Mr. Johannes Halvorsen",21.0,8.4333
3,female,654,1,"O'Leary, Miss. Hanora ""Norah""",,7.8292
3,female,655,0,"Hegarty, Miss. Hanora ""Nora""",18.0,6.75
2,male,656,0,"Hickman, Mr. Leonard Mark",24.0,73.5
3,male,657,0,"Radeff, Mr. Alexander",,7.8958
3,female,658,0,"Bourke, Mrs. John (Catherine)",32.0,15.5
2,male,659,0,"Eitemiller, Mr. George Floyd",23.0,13.0
1,male,660,0,"Newell, Mr. Arthur Webster",58.0,113.275
1,male,661,1,"Frauenthal, Dr. Henry William",50.0,133.65
3,male,662,0,"Badt, Mr. Mohamed",40.0,7.225
1,male,663,0,"Colley, Mr. Edward Pomeroy",47.0,25.5875
3,male,664,0,"Coleff, Mr. Peju",36.0,7.4958
3,male,665,1,"Lindqvist, Mr. Eino William",20.0,7.925
2,male,666,0,"Hickman, Mr. Lewis",32.0,73.5
2,male,667,0,"Butler, Mr. Reginald Fenton",25.0,13.0
3,male,668,0,"Rommetvedt, Mr. Knud Paust",,7.775
3,male,669,0,"Cook, Mr. Jacob",43.0,8.05
1,female,670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",,52.0
2,female,671,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,39.0
1,male,672,0,"Davidson, Mr. Thornton",31.0,52.0
2,male,673,0,"Mitchell, Mr. Henry Michael",70.0,10.5
2,male,674,1,"Wilhelms, Mr. Charles",31.0,13.0
2,male,675,0,"Watson, Mr. Ennis Hastings",,0.0
3,male,676,0,"Edvardsson, Mr. Gustaf Hjalmar",18.0,7.775
3,male,677,0,"Sawyer, Mr. Frederick Charles",24.5,8.05
3,female,678,1,"Turja, Miss. Anna Sofia",18.0,9.8417
3,female,679,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,46.9
1,male,680,1,"Cardeza, Mr. Thomas Drake Martinez",36.0,512.3292
3,female,681,0,"Peters, Miss. Katie",,8.1375
1,male,682,1,"Hassab, Mr. Hammad",27.0,76.7292
3,male,683,0,"Olsvigen, Mr. Thor Anderson",20.0,9.225
3,male,684,0,"Goodwin, Mr. Charles Edward",14.0,46.9
2,male,685,0,"Brown, Mr. Thomas William Solomon",60.0,39.0
2,male,686,0,"Laroche, Mr. Joseph Philippe Lemercier",25.0,41.5792
3,male,687,0,"Panula, Mr. Jaako Arnold",14.0,39.6875
3,male,688,0,"Dakic, Mr. Branko",19.0,10.1708
3,male,689,0,"Fischer, Mr. Eberhard Thelander",18.0,7.7958
1,female,690,1,"Madill, Miss. Georgette Alexandra",15.0,211.3375
1,male,691,1,"Dick, Mr. Albert Adrian",31.0,57.0
3,female,692,1,"Karun, Miss. Manca",4.0,13.4167
3,male,693,1,"Lam, Mr. Ali",,56.4958
3,male,694,0,"Saad, Mr. Khalil",25.0,7.225
1,male,695,0,"Weir, Col. John",60.0,26.55
2,male,696,0,"Chapman, Mr. Charles Henry",52.0,13.5
3,male,697,0,"Kelly, Mr. James",44.0,8.05
3,female,698,1,"Mullens, Miss. Katherine ""Katie""",,7.7333
1,male,699,0,"Thayer, Mr. John Borland",49.0,110.8833
3,male,700,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,7.65
1,female,701,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0,227.525
1,male,702,1,"Silverthorne, Mr. Spencer Victor",35.0,26.2875
3,female,703,0,"Barbara, Miss. Saiide",18.0,14.4542
3,male,704,0,"Gallagher, Mr. Martin",25.0,7.7417
3,male,705,0,"Hansen, Mr. Henrik Juul",26.0,7.8542
2,male,706,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39.0,26.0
2,female,707,1,"Kelly, Mrs. Florence ""Fannie""",45.0,13.5
1,male,708,1,"Calderhead, Mr. Edward Pennington",42.0,26.2875
1,female,709,1,"Cleaver, Miss. Alice",22.0,151.55
3,male,710,1,"Moubarek, Master. Halim Gonios (""William George"")",,15.2458
1,female,711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0,49.5042
1,male,712,0,"Klaber, Mr. Herman",,26.55
1,male,713,1,"Taylor, Mr. Elmer Zebley",48.0,52.0
3,male,714,0,"Larsson, Mr. August Viktor",29.0,9.4833
2,male,715,0,"Greenberg, Mr. Samuel",52.0,13.0
3,male,716,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,7.65
1,female,717,1,"Endres, Miss. Caroline Louise",38.0,227.525
2,female,718,1,"Troutt, Miss. Edwina Celia ""Winnie""",27.0,10.5
3,male,719,0,"McEvoy, Mr. Michael",,15.5
3,male,720,0,"Johnson, Mr. Malkolm Joackim",33.0,7.775
2,female,721,1,"Harper, Miss. Annie Jessie ""Nina""",6.0,33.0
3,male,722,0,"Jensen, Mr. Svend Lauritz",17.0,7.0542
2,male,723,0,"Gillespie, Mr. William Henry",34.0,13.0
2,male,724,0,"Hodges, Mr. Henry Price",50.0,13.0
1,male,725,1,"Chambers, Mr. Norman Campbell",27.0,53.1
3,male,726,0,"Oreskovic, Mr. Luka",20.0,8.6625
2,female,727,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,21.0
3,female,728,1,"Mannion, Miss. Margareth",,7.7375
2,male,729,0,"Bryhl, Mr. Kurt Arnold Gottfrid",25.0,26.0
3,female,730,0,"Ilmakangas, Miss. Pieta Sofia",25.0,7.925
1,female,731,1,"Allen, Miss. Elisabeth Walton",29.0,211.3375
3,male,732,0,"Hassan, Mr. Houssein G N",11.0,18.7875
2,male,733,0,"Knight, Mr. Robert J",,0.0
2,male,734,0,"Berriman, Mr. William John",23.0,13.0
2,male,735,0,"Troupiansky, Mr. Moses Aaron",23.0,13.0
3,male,736,0,"Williams, Mr. Leslie",28.5,16.1
3,female,737,0,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,34.375
1,male,738,1,"Lesurer, Mr. Gustave J",35.0,512.3292
3,male,739,0,"Ivanoff, Mr. Kanio",,7.8958
3,male,740,0,"Nankoff, Mr. Minko",,7.8958
1,male,741,1,"Hawksford, Mr. Walter James",,30.0
1,male,742,0,"Cavendish, Mr. Tyrell William",36.0,78.85
1,female,743,1,"Ryerson, Miss. Susan Parker ""Suzette""",21.0,262.375
3,male,744,0,"McNamee, Mr. Neal",24.0,16.1
3,male,745,1,"Stranden, Mr. Juho",31.0,7.925
1,male,746,0,"Crosby, Capt. Edward Gifford",70.0,71.0
3,male,747,0,"Abbott, Mr. Rossmore Edward",16.0,20.25
2,female,748,1,"Sinkkonen, Miss. Anna",30.0,13.0
1,male,749,0,"Marvin, Mr. Daniel Warner",19.0,53.1
3,male,750,0,"Connaghton, Mr. Michael",31.0,7.75
2,female,751,1,"Wells, Miss. Joan",4.0,23.0
3,male,752,1,"Moor, Master. Meier",6.0,12.475
3,male,753,0,"Vande Velde, Mr. Johannes Joseph",33.0,9.5
3,male,754,0,"Jonkoff, Mr. Lalio",23.0,7.8958
2,female,755,1,"Herman, Mrs. Samuel (Jane Laver)",48.0,65.0
2,male,756,1,"Hamalainen, Master. Viljo",0.67,14.5
3,male,757,0,"Carlsson, Mr. August Sigfrid",28.0,7.7958
2,male,758,0,"Bailey, Mr. Percy Andrew",18.0,11.5
3,male,759,0,"Theobald, Mr. Thomas Leonard",34.0,8.05
1,female,760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33.0,86.5
3,male,761,0,"Garfirth, Mr. John",,14.5
3,male,762,0,"Nirva, Mr. Iisakki Antino Aijo",41.0,7.125
3,male,763,1,"Barah, Mr. Hanna Assi",20.0,7.2292
1,female,764,1,"Carter, Mrs. William Ernest (Lucile Polk)",36.0,120.0
3,male,765,0,"Eklund, Mr. Hans Linus",16.0,7.775
1,female,766,1,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,77.9583
1,male,767,0,"Brewe, Dr. Arthur Jackson",,39.6
3,female,768,0,"Mangan, Miss. Mary",30.5,7.75
3,male,769,0,"Moran, Mr. Daniel J",,24.15
3,male,770,0,"Gronnestad, Mr. Daniel Danielsen",32.0,8.3625
3,male,771,0,"Lievens, Mr. Rene Aime",24.0,9.5
3,male,772,0,"Jensen, Mr. Niels Peder",48.0,7.8542
2,female,773,0,"Mack, Mrs. (Mary)",57.0,10.5
3,male,774,0,"Elias, Mr. Dibo",,7.225
2,female,775,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,23.0
3,male,776,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,7.75
3,male,777,0,"Tobin, Mr. Roger",,7.75
3,female,778,1,"Emanuel, Miss. Virginia Ethel",5.0,12.475
3,male,779,0,"Kilgannon, Mr. Thomas J",,7.7375
1,female,780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,211.3375
3,female,781,1,"Ayoub, Miss. Banoura",13.0,7.2292
1,female,782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,57.0
1,male,783,0,"Long, Mr. Milton Clyde",29.0,30.0
3,male,784,0,"Johnston, Mr. Andrew G",,23.45
3,male,785,0,"Ali, Mr. William",25.0,7.05
3,male,786,0,"Harmer, Mr. Abraham (David Lishin)",25.0,7.25
3,female,787,1,"Sjoblom, Miss. Anna Sofia",18.0,7.4958
3,male,788,0,"Rice, Master. George Hugh",8.0,29.125
3,male,789,1,"Dean, Master. Bertram Vere",1.0,20.575
1,male,790,0,"Guggenheim, Mr. Benjamin",46.0,79.2
3,male,791,0,"Keane, Mr. Andrew ""Andy""",,7.75
2,male,792,0,"Gaskell, Mr. Alfred",16.0,26.0
3,female,793,0,"Sage, Miss. Stella Anna",,69.55
1,male,794,0,"Hoyt, Mr. William Fisher",,30.6958
3,male,795,0,"Dantcheff, Mr. Ristiu",25.0,7.8958
2,male,796,0,"Otter, Mr. Richard",39.0,13.0
1,female,797,1,"Leader, Dr. Alice (Farnham)",49.0,25.9292
3,female,798,1,"Osman, Mrs. Mara",31.0,8.6833
3,male,799,0,"Ibrahim Shawah, Mr. Yousseff",30.0,7.2292
3,female,800,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,24.15
2,male,801,0,"Ponesell, Mr. Martin",34.0,13.0
2,female,802,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,26.25
1,male,803,1,"Carter, Master. William Thornton II",11.0,120.0
3,male,804,1,"Thomas, Master. Assad Alexander",0.42,8.5167
3,male,805,1,"Hedman, Mr. Oskar Arvid",27.0,6.975
3,male,806,0,"Johansson, Mr. Karl Johan",31.0,7.775
1,male,807,0,"Andrews, Mr. Thomas Jr",39.0,0.0
3,female,808,0,"Pettersson, Miss. Ellen Natalia",18.0,7.775
