PassengerId,Survived,Pclass,Name,Sex,Age,Fare
399,0,2,"Pain, Dr. Alfred",male,23.00,10.50
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.00,12.65
401,1,3,"Niskanen, Mr. Juha",male,39.00,7.92
402,0,3,"Adams, Mr. John",male,26.00,8.05
403,0,3,"Jussila, Miss. Mari Aina",female,21.00,9.82
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.00,15.85
405,0,3,"Oreskovic, Miss. Marija",female,20.00,8.66
406,0,2,"Gale, Mr. Shadrach",male,34.00,21.00
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.00,7.75
408,1,2,"Richards, Master. William Rowe",male,3.00,18.75
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.00,7.78
410,0,3,"Lefebre, Miss. Ida",female,MISSING,25.47
411,0,3,"Sdycoff, Mr. Todor",male,MISSING,7.90
412,0,3,"Hart, Mr. Henry",male,MISSING,6.86
413,1,1,"Minahan, Miss. Daisy E",female,33.00,90.00
414,0,2,"Cunningham, Mr. Alfred Fleming",male,MISSING,0.00
415,1,3,"Sundman, Mr. Johan Julian",male,44.00,7.92
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,MISSING,8.05
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.00,32.50
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.00,13.00
419,0,2,"Matthews, Mr. William John",male,30.00,13.00
420,0,3,"Van Impe, Miss. Catharina",female,10.00,24.15
421,0,3,"Gheorgheff, Mr. Stanio",male,MISSING,7.90
422,0,3,"Charters, Mr. David",male,21.00,7.73
423,0,3,"Zimmerman, Mr. Leo",male,29.00,7.88
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.00,14.40
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.00,20.21
426,0,3,"Wiseman, Mr. Phillippe",male,MISSING,7.25
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.00,26.00
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.00,26.00
429,0,3,"Flynn, Mr. James",male,MISSING,7.75
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.00,8.05
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.00,26.55
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,MISSING,16.10
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.00,26.00
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.00,7.12
435,0,1,"Silvey, Mr. William Baird",male,50.00,55.90
436,1,1,"Carter, Miss. Lucile Polk",female,14.00,120.00
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.00,34.38
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.00,18.75
439,0,1,"Fortune, Mr. Mark",male,64.00,263.00
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.00,10.50
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.00,26.25
442,0,3,"Hampe, Mr. Leon",male,20.00,9.50
443,0,3,"Petterson, Mr. Johan Emil",male,25.00,7.78
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.00,13.00
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,MISSING,8.11
446,1,1,"Dodge, Master. Washington",male,4.00,81.86
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.00,19.50
448,1,1,"Seward, Mr. Frederic Kimber",male,34.00,26.55
449,1,3,"Baclini, Miss. Marie Catherine",female,5.00,19.26
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.00,30.50
451,0,2,"West, Mr. Edwy Arthur",male,36.00,27.75
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,MISSING,19.97
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.00,27.75
454,1,1,"Goldenberg, Mr. Samuel L",male,49.00,89.10
455,0,3,"Peduzzi, Mr. Joseph",male,MISSING,8.05
456,1,3,"Jalsevac, Mr. Ivan",male,29.00,7.90
457,0,1,"Millet, Mr. Francis Davis",male,65.00,26.55
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,MISSING,51.86
459,1,2,"Toomey, Miss. Ellen",female,50.00,10.50
460,0,3,"O'Connor, Mr. Maurice",male,MISSING,7.75
461,1,1,"Anderson, Mr. Harry",male,48.00,26.55
462,0,3,"Morley, Mr. William",male,34.00,8.05
463,0,1,"Gee, Mr. Arthur H",male,47.00,38.50
464,0,2,"Milling, Mr. Jacob Christian",male,48.00,13.00
465,0,3,"Maisner, Mr. Simon",male,MISSING,8.05
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.00,7.05
467,0,2,"Campbell, Mr. William",male,MISSING,0.00
468,0,1,"Smart, Mr. John Montgomery",male,56.00,26.55
469,0,3,"Scanlan, Mr. James",male,MISSING,7.72
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,19.26
471,0,3,"Keefe, Mr. Arthur",male,MISSING,7.25
472,0,3,"Cacic, Mr. Luka",male,38.00,8.66
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.00,27.75
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.00,13.79
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.00,9.84
476,0,1,"Clifford, Mr. George Quincy",male,MISSING,52.00
477,0,2,"Renouf, Mr. Peter Henry",male,34.00,21.00
478,0,3,"Braund, Mr. Lewis Richard",male,29.00,7.05
479,0,3,"Karlsson, Mr. Nils August",male,22.00,7.52
480,1,3,"Hirvonen, Miss. Hildur E",female,2.00,12.29
481,0,3,"Goodwin, Master. Harold Victor",male,9.00,46.90
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,MISSING,0.00
483,0,3,"Rouse, Mr. Richard Henry",male,50.00,8.05
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.00,9.59
485,1,1,"Bishop, Mr. Dickinson H",male,25.00,91.08
486,0,3,"Lefebre, Miss. Jeannie",female,MISSING,25.47
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.00,90.00
488,0,1,"Kent, Mr. Edward Austin",male,58.00,29.70
489,0,3,"Somerton, Mr. Francis William",male,30.00,8.05
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.00,15.90
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,MISSING,19.97
492,0,3,"Windelov, Mr. Einar",male,21.00,7.25
493,0,1,"Molson, Mr. Harry Markland",male,55.00,30.50
494,0,1,"Artagaveytia, Mr. Ramon",male,71.00,49.50
495,0,3,"Stanley, Mr. Edward Roland",male,21.00,8.05
496,0,3,"Yousseff, Mr. Gerious",male,MISSING,14.46
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.00,78.27
498,0,3,"Shellard, Mr. Frederick William",male,MISSING,15.10
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.00,151.55
500,0,3,"Svensson, Mr. Olof",male,24.00,7.80
501,0,3,"Calic, Mr. Petar",male,17.00,8.66
502,0,3,"Canavan, Miss. Mary",female,21.00,7.75
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,MISSING,7.63
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.00,9.59
505,1,1,"Maioni, Miss. Roberta",female,16.00,86.50
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.00,108.90
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.00,26.00
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,MISSING,26.55
509,0,3,"Olsen, Mr. Henry Margido",male,28.00,22.52
510,1,3,"Lang, Mr. Fang",male,26.00,56.50
511,1,3,"Daly, Mr. Eugene Patrick",male,29.00,7.75
512,0,3,"Webber, Mr. James",male,MISSING,8.05
513,1,1,"McGough, Mr. James Robert",male,36.00,26.29
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.00,59.40
515,0,3,"Coleff, Mr. Satio",male,24.00,7.50
516,0,1,"Walker, Mr. William Anderson",male,47.00,34.02
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.00,10.50
518,0,3,"Ryan, Mr. Patrick",male,MISSING,24.15
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.00,26.00
520,0,3,"Pavlovic, Mr. Stefo",male,32.00,7.90
521,1,1,"Perreault, Miss. Anne",female,30.00,93.50
522,0,3,"Vovk, Mr. Janko",male,22.00,7.90
523,0,3,"Lahoud, Mr. Sarkis",male,MISSING,7.22
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.00,57.98
525,0,3,"Kassem, Mr. Fared",male,MISSING,7.23
526,0,3,"Farrell, Mr. James",male,40.50,7.75
527,1,2,"Ridsdale, Miss. Lucy",female,50.00,10.50
528,0,1,"Farthing, Mr. John",male,MISSING,221.78
529,0,3,"Salonen, Mr. Johan Werner",male,39.00,7.92
530,0,2,"Hocking, Mr. Richard George",male,23.00,11.50
531,1,2,"Quick, Miss. Phyllis May",female,2.00,26.00
532,0,3,"Toufik, Mr. Nakli",male,MISSING,7.23
533,0,3,"Elias, Mr. Joseph Jr",male,17.00,7.23
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,MISSING,22.36
535,0,3,"Cacic, Miss. Marija",female,30.00,8.66
536,1,2,"Hart, Miss. Eva Miriam",female,7.00,26.25
537,0,1,"Butt, Major. Archibald Willingham",male,45.00,26.55
538,1,1,"LeRoy, Miss. Bertha",female,30.00,106.42
539,0,3,"Risien, Mr. Samuel Beard",male,MISSING,14.50
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.00,49.50
541,1,1,"Crosby, Miss. Harriet R",female,36.00,71.00
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.00,31.27
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.00,31.27
544,1,2,"Beane, Mr. Edward",male,32.00,26.00
545,0,1,"Douglas, Mr. Walter Donald",male,50.00,106.42
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.00,26.00
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.00,26.00
548,1,2,"Padro y Manent, Mr. Julian",male,MISSING,13.86
549,0,3,"Goldsmith, Mr. Frank John",male,33.00,20.52
550,1,2,"Davies, Master. John Morgan Jr",male,8.00,36.75
551,1,1,"Thayer, Mr. John Borland Jr",male,17.00,110.88
552,0,2,"Sharp, Mr. Percival James R",male,27.00,26.00
553,0,3,"O'Brien, Mr. Timothy",male,MISSING,7.83
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.00,7.22
555,1,3,"Ohman, Miss. Velin",female,22.00,7.78
556,0,1,"Wright, Mr. George",male,62.00,26.55
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.00,39.60
558,0,1,"Robbins, Mr. Victor",male,MISSING,227.53
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.00,79.65
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.00,17.40
561,0,3,"Morrow, Mr. Thomas Rowan",male,MISSING,7.75
562,0,3,"Sivic, Mr. Husein",male,40.00,7.90
563,0,2,"Norman, Mr. Robert Douglas",male,28.00,13.50
564,0,3,"Simmons, Mr. John",male,MISSING,8.05
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,MISSING,8.05
566,0,3,"Davies, Mr. Alfred J",male,24.00,24.15
567,0,3,"Stoytcheff, Mr. Ilia",male,19.00,7.90
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.00,21.07
569,0,3,"Doharr, Mr. Tannous",male,MISSING,7.23
570,1,3,"Jonsson, Mr. Carl",male,32.00,7.85
571,1,2,"Harris, Mr. George",male,62.00,10.50
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.00,51.48
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.00,26.39
574,1,3,"Kelly, Miss. Mary",female,MISSING,7.75
575,0,3,"Rush, Mr. Alfred George John",male,16.00,8.05
576,0,3,"Patchett, Mr. George",male,19.00,14.50
577,1,2,"Garside, Miss. Ethel",female,34.00,13.00
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.00,55.90
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,MISSING,14.46
580,1,3,"Jussila, Mr. Eiriik",male,32.00,7.92
581,1,2,"Christy, Miss. Julie Rachel",female,25.00,30.00
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.00,110.88
583,0,2,"Downton, Mr. William James",male,54.00,26.00
584,0,1,"Ross, Mr. John Hugo",male,36.00,40.12
585,0,3,"Paulner, Mr. Uscher",male,MISSING,8.71
586,1,1,"Taussig, Miss. Ruth",female,18.00,79.65
587,0,2,"Jarvis, Mr. John Denzil",male,47.00,15.00
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.00,79.20
589,0,3,"Gilinski, Mr. Eliezer",male,22.00,8.05
590,0,3,"Murdlin, Mr. Joseph",male,MISSING,8.05
591,0,3,"Rintamaki, Mr. Matti",male,35.00,7.12
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.00,78.27
593,0,3,"Elsbury, Mr. William James",male,47.00,7.25
594,0,3,"Bourke, Miss. Mary",female,MISSING,7.75
595,0,2,"Chapman, Mr. John Henry",male,37.00,26.00
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.00,24.15
597,1,2,"Leitch, Miss. Jessie Wills",female,MISSING,33.00
598,0,3,"Johnson, Mr. Alfred",male,49.00,0.00
599,0,3,"Boulos, Mr. Hanna",male,MISSING,7.22
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.00,56.93
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.00,27.00
602,0,3,"Slabenoff, Mr. Petco",male,MISSING,7.90
603,0,1,"Harrington, Mr. Charles H",male,MISSING,42.40
604,0,3,"Torber, Mr. Ernst William",male,44.00,8.05
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.00,26.55
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.00,15.55
607,0,3,"Karaic, Mr. Milan",male,30.00,7.90
608,1,1,"Daniel, Mr. Robert Williams",male,27.00,30.50
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.00,41.58
610,1,1,"Shutes, Miss. Elizabeth W",female,40.00,153.46
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.00,31.27
612,0,3,"Jardin, Mr. Jose Neto",male,MISSING,7.05
613,1,3,"Murphy, Miss. Margaret Jane",female,MISSING,15.50
614,0,3,"Horgan, Mr. John",male,MISSING,7.75
615,0,3,"Brocklebank, Mr. William Alfred",male,35.00,8.05
616,1,2,"Herman, Miss. Alice",female,24.00,65.00
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.00,14.40
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.00,16.10
619,1,2,"Becker, Miss. Marion Louise",female,4.00,39.00
620,0,2,"Gavey, Mr. Lawrence",male,26.00,10.50
621,0,3,"Yasbeck, Mr. Antoni",male,27.00,14.45
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.00,52.55
623,1,3,"Nakid, Mr. Sahid",male,20.00,15.74
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.00,7.85
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.00,16.10
626,0,1,"Sutton, Mr. Frederick",male,61.00,32.32
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.00,12.35
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.00,77.96
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.00,7.90
630,0,3,"O'Connell, Mr. Patrick D",male,MISSING,7.73
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.00,30.00
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.00,7.05
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.00,30.50
634,0,1,"Parr, Mr. William Henry Marsh",male,MISSING,0.00
635,0,3,"Skoog, Miss. Mabel",female,9.00,27.90
636,1,2,"Davis, Miss. Mary",female,28.00,13.00
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.00,7.92
638,0,2,"Collyer, Mr. Harvey",male,31.00,26.25
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.00,39.69
640,0,3,"Thorneycroft, Mr. Percival",male,MISSING,16.10
641,0,3,"Jensen, Mr. Hans Peder",male,20.00,7.85
642,1,1,"Sagesser, Mlle. Emma",female,24.00,69.30
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.00,27.90
644,1,3,"Foo, Mr. Choong",male,MISSING,56.50
645,1,3,"Baclini, Miss. Eugenie",female,0.75,19.26
646,1,1,"Harper, Mr. Henry Sleeper",male,48.00,76.73
647,0,3,"Cor, Mr. Liudevit",male,19.00,7.90
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.00,35.50
649,0,3,"Willey, Mr. Edward",male,MISSING,7.55
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.00,7.55
651,0,3,"Mitkoff, Mr. Mito",male,MISSING,7.90
652,1,2,"Doling, Miss. Elsie",female,18.00,23.00
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.00,8.43
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,MISSING,7.83
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.00,6.75
656,0,2,"Hickman, Mr. Leonard Mark",male,24.00,73.50
657,0,3,"Radeff, Mr. Alexander",male,MISSING,7.90
658,0,3,"Bourke, Mrs. John (Catherine)",female,32.00,15.50
659,0,2,"Eitemiller, Mr. George Floyd",male,23.00,13.00
660,0,1,"Newell, Mr. Arthur Webster",male,58.00,113.28
661,1,1,"Frauenthal, Dr. Henry William",male,50.00,133.65
662,0,3,"Badt, Mr. Mohamed",male,40.00,7.22
663,0,1,"Colley, Mr. Edward Pomeroy",male,47.00,25.59
664,0,3,"Coleff, Mr. Peju",male,36.00,7.50
665,1,3,"Lindqvist, Mr. Eino William",male,20.00,7.92
666,0,2,"Hickman, Mr. Lewis",male,32.00,73.50
667,0,2,"Butler, Mr. Reginald Fenton",male,25.00,13.00
668,0,3,"Rommetvedt, Mr. Knud Paust",male,MISSING,7.78
669,0,3,"Cook, Mr. Jacob",male,43.00,8.05
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,MISSING,52.00
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.00,39.00
672,0,1,"Davidson, Mr. Thornton",male,31.00,52.00
673,0,2,"Mitchell, Mr. Henry Michael",male,70.00,10.50
674,1,2,"Wilhelms, Mr. Charles",male,31.00,13.00
675,0,2,"Watson, Mr. Ennis Hastings",male,MISSING,0.00
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.00,7.78
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.50,8.05
678,1,3,"Turja, Miss. Anna Sofia",female,18.00,9.84
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.00,46.90
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.00,512.33
681,0,3,"Peters, Miss. Katie",female,MISSING,8.14
682,1,1,"Hassab, Mr. Hammad",male,27.00,76.73
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20.00,9.22
684,0,3,"Goodwin, Mr. Charles Edward",male,14.00,46.90
685,0,2,"Brown, Mr. Thomas William Solomon",male,60.00,39.00
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.00,41.58
687,0,3,"Panula, Mr. Jaako Arnold",male,14.00,39.69
688,0,3,"Dakic, Mr. Branko",male,19.00,10.17
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18.00,7.80
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.00,211.34
691,1,1,"Dick, Mr. Albert Adrian",male,31.00,57.00
692,1,3,"Karun, Miss. Manca",female,4.00,13.42
693,1,3,"Lam, Mr. Ali",male,MISSING,56.50
694,0,3,"Saad, Mr. Khalil",male,25.00,7.22
695,0,1,"Weir, Col. John",male,60.00,26.55
696,0,2,"Chapman, Mr. Charles Henry",male,52.00,13.50
697,0,3,"Kelly, Mr. James",male,44.00,8.05
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,MISSING,7.73
699,0,1,"Thayer, Mr. John Borland",male,49.00,110.88
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.00,7.65
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.00,227.53
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.00,26.29
703,0,3,"Barbara, Miss. Saiide",female,18.00,14.45
704,0,3,"Gallagher, Mr. Martin",male,25.00,7.74
705,0,3,"Hansen, Mr. Henrik Juul",male,26.00,7.85
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.00,26.00
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.00,13.50
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.00,26.29
709,1,1,"Cleaver, Miss. Alice",female,22.00,151.55
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,MISSING,15.25
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.00,49.50
712,0,1,"Klaber, Mr. Herman",male,MISSING,26.55
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.00,52.00
714,0,3,"Larsson, Mr. August Viktor",male,29.00,9.48
715,0,2,"Greenberg, Mr. Samuel",male,52.00,13.00
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.00,7.65
717,1,1,"Endres, Miss. Caroline Louise",female,38.00,227.53
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.00,10.50
719,0,3,"McEvoy, Mr. Michael",male,MISSING,15.50
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.00,7.78
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.00,33.00
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.00,7.05
723,0,2,"Gillespie, Mr. William Henry",male,34.00,13.00
724,0,2,"Hodges, Mr. Henry Price",male,50.00,13.00
725,1,1,"Chambers, Mr. Norman Campbell",male,27.00,53.10
726,0,3,"Oreskovic, Mr. Luka",male,20.00,8.66
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.00,21.00
728,1,3,"Mannion, Miss. Margareth",female,MISSING,7.74
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.00,26.00
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.00,7.92
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.00,211.34
732,0,3,"Hassan, Mr. Houssein G N",male,11.00,18.79
733,0,2,"Knight, Mr. Robert J",male,MISSING,0.00
734,0,2,"Berriman, Mr. William John",male,23.00,13.00
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.00,13.00
736,0,3,"Williams, Mr. Leslie",male,28.50,16.10
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.00,34.38
738,1,1,"Lesurer, Mr. Gustave J",male,35.00,512.33
739,0,3,"Ivanoff, Mr. Kanio",male,MISSING,7.90
740,0,3,"Nankoff, Mr. Minko",male,MISSING,7.90
741,1,1,"Hawksford, Mr. Walter James",male,MISSING,30.00
742,0,1,"Cavendish, Mr. Tyrell William",male,36.00,78.85
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.00,262.38
744,0,3,"McNamee, Mr. Neal",male,24.00,16.10
745,1,3,"Stranden, Mr. Juho",male,31.00,7.92
746,0,1,"Crosby, Capt. Edward Gifford",male,70.00,71.00
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.00,20.25
748,1,2,"Sinkkonen, Miss. Anna",female,30.00,13.00
749,0,1,"Marvin, Mr. Daniel Warner",male,19.00,53.10
750,0,3,"Connaghton, Mr. Michael",male,31.00,7.75
751,1,2,"Wells, Miss. Joan",female,4.00,23.00
752,1,3,"Moor, Master. Meier",male,6.00,12.47
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.00,9.50
754,0,3,"Jonkoff, Mr. Lalio",male,23.00,7.90
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.00,65.00
756,1,2,"Hamalainen, Master. Viljo",male,0.67,14.50
757,0,3,"Carlsson, Mr. August Sigfrid",male,28.00,7.80
758,0,2,"Bailey, Mr. Percy Andrew",male,18.00,11.50
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.00,8.05
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.00,86.50
761,0,3,"Garfirth, Mr. John",male,MISSING,14.50
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.00,7.12
763,1,3,"Barah, Mr. Hanna Assi",male,20.00,7.23
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.00,120.00
765,0,3,"Eklund, Mr. Hans Linus",male,16.00,7.78
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.00,77.96
767,0,1,"Brewe, Dr. Arthur Jackson",male,MISSING,39.60
768,0,3,"Mangan, Miss. Mary",female,30.50,7.75
769,0,3,"Moran, Mr. Daniel J",male,MISSING,24.15
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.00,8.36
771,0,3,"Lievens, Mr. Rene Aime",male,24.00,9.50
772,0,3,"Jensen, Mr. Niels Peder",male,48.00,7.85
773,0,2,"Mack, Mrs. (Mary)",female,57.00,10.50
774,0,3,"Elias, Mr. Dibo",male,MISSING,7.22
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.00,23.00
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.00,7.75
777,0,3,"Tobin, Mr. Roger",male,MISSING,7.75
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.00,12.47
779,0,3,"Kilgannon, Mr. Thomas J",male,MISSING,7.74
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.00,211.34
781,1,3,"Ayoub, Miss. Banoura",female,13.00,7.23
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.00,57.00
783,0,1,"Long, Mr. Milton Clyde",male,29.00,30.00
784,0,3,"Johnston, Mr. Andrew G",male,MISSING,23.45
785,0,3,"Ali, Mr. William",male,25.00,7.05
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.00,7.25
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.00,7.50
788,0,3,"Rice, Master. George Hugh",male,8.00,29.12
789,1,3,"Dean, Master. Bertram Vere",male,1.00,20.57
790,0,1,"Guggenheim, Mr. Benjamin",male,46.00,79.20
791,0,3,"Keane, Mr. Andrew ""Andy""",male,MISSING,7.75
792,0,2,"Gaskell, Mr. Alfred",male,16.00,26.00
793,0,3,"Sage, Miss. Stella Anna",female,MISSING,69.55
794,0,1,"Hoyt, Mr. William Fisher",male,MISSING,30.70
795,0,3,"Dantcheff, Mr. Ristiu",male,25.00,7.90
796,0,2,"Otter, Mr. Richard",male,39.00,13.00
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.00,25.93
798,1,3,"Osman, Mrs. Mara",female,31.00,8.68
